alfa_asa CL_asa CD_asa CMac_asa h0
 [graus] [-]	[-]	[-]    [-]
-6.0000	0.2890	0.0170	-0.2300	0.2780
-5.0000	0.3770	0.0200	-0.2300	0.2780
-4.0000	0.4680	0.0230	-0.2300	0.2780
-3.0000	0.5620	0.0270	-0.2300	0.2780
-2.0000	0.6580	0.0320	-0.2300	0.2780
-1.0000	0.7560	0.0380	-0.2300	0.2780
0.0000	0.8560	0.0450	-0.2300	0.2780
1.0000	0.9580	0.0530	-0.2300	0.2780
2.0000	1.0620	0.0620	-0.2300	0.2780
3.0000	1.1670	0.0720	-0.2300	0.2780
4.0000	1.2720	0.0830	-0.2300	0.2780
5.0000	1.3790	0.0950	-0.2300	0.2780
6.0000	1.4860	0.1090	-0.2300	0.2780
7.0000	1.5940	0.1230	-0.2300	0.2780
8.0000	1.7020	0.1380	-0.2300	0.2780
9.0000	1.7970	0.1520	-0.2300	0.2780
10.0000	1.8750	0.1650	-0.2300	0.2780
11.0000	1.9460	0.1760	-0.2300	0.2780
12.0000	2.0100	0.1870	-0.2300	0.2780
13.0000	2.0660	0.1970	-0.2300	0.2780
14.0000	2.1140	0.2060	-0.2300	0.2780
15.0000	2.1530	0.2130	-0.2300	0.2780
16.0000	2.1820	0.2180	-0.2300	0.2780
17.0000	2.2030	0.2260	-0.2300	0.2780







