salfa_asa CL_asa CD_asa CMac_asa h0
 [graus] [-]	[-]	[-]    [-]
-6.0000	0.5160	0.0360	-0.2553	0.2780
-5.0000	0.6330	0.0420	-0.2553	0.2780
-4.0000	0.7430	0.0490	-0.2553	0.2780
-3.0000	0.8480	0.0570	-0.2553	0.2780
-2.0000	0.9510	0.0650	-0.2553	0.2780
-1.0000	1.0540	0.0740	-0.2553	0.2780
0.0000	1.1580	0.0850	-0.2553	0.2780
1.0000	1.2630	0.0960	-0.2553	0.2780
2.0000	1.3690	0.1090	-0.2553	0.2780
3.0000	1.4760	0.1230	-0.2553	0.2780
4.0000	1.5830	0.1380	-0.2553	0.2780
5.0000	1.6880	0.1530	-0.2553	0.2780
6.0000	1.7910	0.1690	-0.2553	0.2780
7.0000	1.8900	0.1860	-0.2553	0.2780
8.0000	1.9830	0.2020	-0.2553	0.2780
9.0000	2.0690	0.2180	-0.2553	0.2780
10.0000	2.1470	0.2330	-0.2553	0.2780
11.0000	2.2160	0.2470	-0.2553	0.2780
12.0000	2.2740	0.2580	-0.2553	0.2780
13.0000	2.3210	0.2680	-0.2553	0.2780
14.0000	2.3570	0.2760	-0.2553	0.2780
15.0000	2.3830	0.2810	-0.2553	0.2780
16.0000	2.3990	0.2850	-0.2553	0.2780





