salfa_asa CL_asa CD_asa CMac_asa h0
 [graus] [-]	[-]	[-]    [-]
-6.0000	0.5090	0.0480	-0.2553	0.2780
-5.0000	0.6290	0.0560	-0.2553	0.2780
-4.0000	0.7400	0.0650	-0.2553	0.2780
-3.0000	0.8460	0.0740	-0.2553	0.2780
-2.0000	0.9500	0.0850	-0.2553	0.2780
-1.0000	1.0530	0.0960	-0.2553	0.2780
0.0000	1.1580	0.1080	-0.2553	0.2780
1.0000	1.2640	0.1220	-0.2553	0.2780
2.0000	1.3710	0.1370	-0.2553	0.2780
3.0000	1.4790	0.1520	-0.2553	0.2780
4.0000	1.5870	0.1690	-0.2553	0.2780
5.0000	1.6940	0.1870	-0.2553	0.2780
6.0000	1.7970	0.2050	-0.2553	0.2780
7.0000	1.8960	0.2240	-0.2553	0.2780
8.0000	1.9890	0.2420	-0.2553	0.2780
9.0000	2.0750	0.2600	-0.2553	0.2780
10.0000	2.1520	0.2760	-0.2553	0.2780
11.0000	2.2180	0.2910	-0.2553	0.2780
12.0000	2.2740	0.3040	-0.2553	0.2780
13.0000	2.3180	0.3160	-0.2553	0.2780
14.0000	2.3510	0.3240	-0.2553	0.2780
15.0000	2.3730	0.3310	-0.2553	0.2780
16.0000	2.3860	0.3360	-0.2553	0.2780









